best m,c is 1.570000,14.440000 with error 13.577300 in direction 0
best m,c is 1.570000,14.450000 with error 13.573853 in direction 0
best m,c is 1.570000,14.460000 with error 13.570413 in direction 0
best m,c is 1.570000,14.470000 with error 13.566979 in direction 0
best m,c is 1.570000,14.480000 with error 13.563552 in direction 0
best m,c is 1.570000,14.490000 with error 13.560132 in direction 0
best m,c is 1.570000,14.500000 with error 13.556718 in direction 0
best m,c is 1.570000,14.510000 with error 13.553310 in direction 0
best m,c is 1.570000,14.520000 with error 13.549910 in direction 0
best m,c is 1.570000,14.530000 with error 13.546515 in direction 0
best m,c is 1.570000,14.540000 with error 13.543127 in direction 0
best m,c is 1.570000,14.550000 with error 13.539746 in direction 0
best m,c is 1.570000,14.560000 with error 13.536371 in direction 0
best m,c is 1.570000,14.570000 with error 13.533003 in direction 0
best m,c is 1.570000,14.580000 with error 13.529641 in direction 0
best m,c is 1.570000,14.590000 with error 13.526286 in direction 0
best m,c is 1.570000,14.600000 with error 13.522937 in direction 0
best m,c is 1.570000,14.610000 with error 13.519595 in direction 0
best m,c is 1.570000,14.620000 with error 13.516260 in direction 0
best m,c is 1.570000,14.630000 with error 13.512931 in direction 0
best m,c is 1.570000,14.640000 with error 13.509609 in direction 0
best m,c is 1.570000,14.650000 with error 13.506293 in direction 0
best m,c is 1.570000,14.660000 with error 13.502984 in direction 0
